id,task_type,prompt,quality_level,quality_score,grade,hallucination_risk,clarity,specificity,structure,constraints,decisions
107987,creative,"Role: Game narrative designer for sports simulation game.

Task: Develop branching storyline with 5 endings for sports tycoon game.

Instructions:
1. Character backstories
2. Decision trees
3. Dialogue scripts
4. World-building lore

Constraints:
- Player agency emphasis
- Meaningful choices
- Localization-ready

Output Format: Narrative design document with flowcharts.

Product: telecommunications suite
Audience: executives
Timeline: Q4 2024
Ref: 3380-SPO",high,93,A,0.39,4,4,5,5,No accessibility considerations | No review process | Inconsistent terminology
107988,document,"Role: UX researcher documenting finance user studies.

Task: Create usability testing report for finance application.

Instructions:
1. Research methodology
2. Participant demographics
3. Task completion rates
4. Key findings and recommendations

Constraints:
- Statistical analysis included
- Video clip references
- Actionable next steps

Output Format: PDF report with executive summary.

Ref: 1465-FIN",high,87,B,0.11,4,4,4,4,Version control noted | Clear role definition
107989,data_analysis,"Role: Market researcher studying entertainment trends.

Task: Conduct sentiment analysis on entertainment social media data.

Instructions:
1. Data collection (API scraping)
2. Text preprocessing
3. NLP model application
4. Trend visualization

Constraints:
- Ethical data collection
- Bias mitigation
- Actionable insights

Output Format: Report with interactive dashboard.

Timeline: Q4 2024
Ref: 5082-ENT",high,89,B,0.15,4,5,5,5,Detailed methodology included | Stakeholders identified | Missing budget context | Version control noted | Reference materials cited
107990,email,"help with banking email

Company: Innovate Inc
Product: transportation interface
Timeline: Q4 2024
Ref: 6199-BAN",low,26,F,0.85,2,1,2,1,Missing examples | Scope clearly defined
107991,presentation,"make a presentation about pharmaceutical

Ref: 1923-PHA",low,42,F,0.78,1,2,2,2,No escalation path | Technical requirements clear | Unclear ownership | No fallback options | Missing budget context
107992,other,"make other for work education

Company: Future Systems
Product: cybersecurity platform
Ref: 4817-EDU",low,58,F,0.21,2,2,2,1,Missing budget context | Technical requirements clear
107993,video,"Role: Motion graphics designer for hospitality presentations.

Task: Create animated explainer video about hospitality processes.

Instructions:
1. Write 90-second script
2. Design custom illustrations
3. Animate with smooth transitions
4. Add professional voiceover

Constraints:
- After Effects project
- 1080p resolution
- Brand-consistent animation style

Output Format: AE project files with rendered video.

Company: Peak Performance
Ref: 2314-HOS",high,93,A,0.21,5,5,5,4,Feedback mechanism included | Lacks formatting guidance | Well-structured sections | No escalation path
107994,code,"Looking for a code about biotech trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Company: Horizon Labs
Audience: marketing team
Ref: 4885-BIO",medium,83,B,0.46,3,3,4,3,Professional tone maintained | Well-structured sections | Success metrics defined | Reference materials cited
107995,video,"make video for work aerospace

Product: consulting solution
Ref: 5296-AER",low,56,F,0.22,1,2,1,2,Success metrics defined | Dependencies outlined | Incomplete background info | No deadline specified | Compliance requirements listed
107996,post,"Working on a post for e-commerce team. Needs to be informative but not too technical. Include actionable items.

Company: Fusion Brands
Product: journalism portal
Ref: 4877-E-C",medium,67,D,0.4,3,3,2,4,Missing glossary | Professional tone maintained
107997,presentation,"Role: Conference speaker preparing legal keynote.

Task: Design 45-minute keynote presentation on legal future trends.

Instructions:
1. Opening story/hook (5 min)
2. Three main content sections (10 min each)
3. Case study examples
4. Actionable takeaways

Constraints:
- High-impact visuals
- Minimal text per slide
- Seamless transitions

Output Format: Keynote/PowerPoint with presentation guide.

Ref: 3719-LEG",high,95,A,0.14,4,4,5,5,Stakeholders identified | Missing examples | Comprehensive context provided | Unclear ownership
107998,presentation,"help with energy presentation

Product: automotive tool
Ref: 1451-ENE",low,21,F,0.15,2,1,1,1,Vague objective statement | Version control noted | Technical requirements clear | Reference materials cited | Timeline specified
107999,report,"cybersecurity report please

Product: government framework
Ref: 3265-CYB",low,63,D,0.58,1,2,1,2,Reference materials cited | Specific deliverables mentioned | Output format specified
108000,document,"Need assistance with document for technology client. Key points to cover: overview, benefits, implementation. Thanks!

Product: finance tool
Audience: employees
Ref: 8235-TEC",medium,70,C,0.5,4,4,2,4,No fallback options | Ambiguous target audience | No review process | Comprehensive context provided | No accessibility considerations
108001,image,"Role: Concept artist for hospitality projects.

Task: Design character concepts for a hospitality-themed video game.

Instructions:
1. Create 3 distinct character classes
2. Show front, side, and back views
3. Include color palettes and material references
4. Add personality descriptions

Constraints:
- Stylized realism art style
- Consistent proportions
- Photoshop layered files

Output Format: Character sheets with annotations.

Ref: 8691-HOS",high,94,A,0.29,4,5,5,5,Compliance requirements listed | Technical requirements clear | Vague objective statement | Inconsistent terminology | Stakeholders identified
108002,video,"energy video please

Product: banking dashboard
Audience: administrators
Ref: 2143-ENE",low,36,F,0.87,2,2,1,2,Missing budget context | Lacks prioritization
108003,video,"Role: Documentary filmmaker covering nonprofit topics.

Task: Produce a 10-minute documentary segment on nonprofit innovations.

Instructions:
1. Research and fact-check all content
2. Interview industry experts (3-5 people)
3. Include B-roll footage
4. Add informational graphics

Constraints:
- Broadcast quality (4K)
- Closed captions required
- Fair use compliance

Output Format: Final Cut Pro project with masters.

Company: Horizon Labs
Product: technology portal
Ref: 1444-NON",high,98,A,0.64,5,5,4,4,Detailed methodology included | Output format specified | Technical requirements clear
108004,report,"Role: Competitive intelligence analyst in banking sector.

Task: Create competitive landscape analysis report.

Instructions:
1. Market share data
2. Competitor SWOT analysis
3. Pricing comparison
4. Strategic recommendations

Constraints:
- Primary and secondary research
- Confidential handling
- Quarterly updates

Output Format: PowerPoint with supporting Excel data.

Ref: 3745-BAN",high,94,A,0.78,4,4,5,5,Compliance requirements listed | Timeline specified | Clear role definition
108005,other,"biotech other please

Product: e-commerce network
Ref: 7754-BIO",low,45,F,0.72,3,2,1,2,Ambiguous target audience | Missing data source | Success metrics defined | Technical requirements clear
108006,document,"Create a document about manufacturing. Include some best practices and make it professional. Should be useful for a team meeting.

Product: transportation solution
Ref: 2549-MAN",medium,76,C,0.54,4,2,4,3,Inconsistent terminology | Assumptions documented | Compliance requirements listed | Measurable outcomes stated | Lacks formatting guidance
108007,creative,"Role: Screenwriter for telecommunications documentary series.

Task: Create pilot episode script (30 pages) about telecommunications pioneers.

Instructions:
1. Opening hook scene
2. Character introductions
3. Narrative arc
4. Visual direction notes

Constraints:
- Industry-standard format
- Dialogue authenticity
- B-roll suggestions

Output Format: Final Draft or Celtx screenplay file.

Company: Vertex Industries
Product: finance product
Ref: 7100-TEL",high,97,A,0.83,4,4,4,4,Dependencies outlined | Timeline specified | Inconsistent terminology
108008,document,"Task: document for entertainment project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Company: Vertex Industries
Product: education engine
Ref: 5807-ENT",medium,83,B,0.5,2,3,4,4,Measurable outcomes stated | Strong constraints provided
108009,creative,"need creative for research stuff

Product: energy network
Audience: sales team
Ref: 5973-RES",low,31,F,0.23,2,2,1,2,Ambiguous target audience | Version control noted
108010,creative,"Create creative content for real estate use case. Structure: problem, solution, results. Make it persuasive.

Company: Pinnacle Co
Ref: 4457-REA",medium,67,D,0.34,2,4,3,3,Missing glossary | Lacks success criteria | Actionable instructions
108011,presentation,"presentation request: automotive focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Company: Stellar Tech
Audience: administrators
Ref: 5312-AUT",medium,72,C,0.33,4,2,4,4,Actionable instructions | Dependencies outlined | Lacks formatting guidance | Comprehensive context provided
108012,code,"Develop a code about nonprofit strategy. Include market analysis and recommendations. Business audience.

Company: Global Solutions
Audience: end users
Timeline: ASAP
Platform: Redis
Ref: 6483-NON",medium,65,D,0.42,3,4,2,2,Timeline specified | No risk assessment
108013,document,"do a document about finance things

Company: Nexus Group
Ref: 1101-FIN",low,29,F,0.24,2,1,1,2,Lacks prioritization | Comprehensive context provided | Lacks formatting guidance
108014,presentation,"Create presentation content for healthcare use case. Structure: problem, solution, results. Make it persuasive.

Ref: 2921-HEA",medium,66,D,0.46,4,3,2,4,Lacks formatting guidance | Dependencies outlined | Missing examples
108015,document,"Role: Policy writer for insurance compliance.

Task: Draft data privacy policy document for insurance organization.

Instructions:
1. Scope and definitions
2. Data collection practices
3. User rights (GDPR/CCPA)
4. Security measures

Constraints:
- Legally reviewed language
- Plain English explanations
- Regular update schedule

Output Format: Word document with version history.

Company: Pinnacle Co
Product: nonprofit system
Timeline: Q4 2024
Ref: 1778-INS",high,98,A,0.4,4,5,4,5,Incomplete background info | Lacks formatting guidance | Success metrics defined
108016,creative,"Role: Advertising copywriter for e-commerce campaign.

Task: Create tagline and campaign concepts for e-commerce brand refresh.

Instructions:
1. 10 tagline options
2. Campaign big idea
3. Multi-channel adaptations
4. Tone and voice guidelines

Constraints:
- Memorable and distinctive
- Trademark clearance
- Global appeal

Output Format: Creative brief with concept boards.

Product: nonprofit dashboard
Ref: 9555-E-C",high,100,A,0.66,4,5,5,4,Unclear ownership | Missing glossary | No escalation path
108017,email,"Role: Sales development representative for pharmaceutical solutions.

Task: Write cold outreach email sequence (5 emails) for pharmaceutical prospects.

Instructions:
1. Personalized opening lines
2. Value proposition clarity
3. Social proof inclusion
4. Soft to direct CTAs

Constraints:
- Spam filter optimization
- A/B test variations
- Follow-up timing strategy

Output Format: Email templates with personalization fields.

Product: e-commerce product
Ref: 8995-PHA",high,98,A,0.72,5,4,5,4,Missing data source | Feedback mechanism included | No risk assessment
108018,video,"Working on a video for real estate team. Needs to be informative but not too technical. Include actionable items.

Audience: developers
Timeline: next quarter
Ref: 6951-REA",medium,83,B,0.37,2,4,3,3,Timeline specified | Stakeholders identified | Lacks formatting guidance
108019,email,"Role: HR communications specialist for journalism company.

Task: Write company-wide announcement email about journalism policy changes.

Instructions:
1. Clear subject line
2. Context and rationale
3. Specific changes
4. Action items and deadlines

Constraints:
- Professional tone
- Accessibility formatting
- FAQ attachment

Output Format: HTML email with plain text version.

Audience: employees
Timeline: Q3 2024
Ref: 4424-JOU",high,88,B,0.79,4,5,4,5,Detailed methodology included | No risk assessment
108020,creative,"Help me create a creative focused on finance. It needs to be clear and organized. Target audience is managers.

Ref: 5625-FIN",medium,72,C,0.39,2,2,3,3,Inconsistent terminology | Reference materials cited | Dependencies outlined | Specific deliverables mentioned
108021,document,"Role: Policy writer for agriculture compliance.

Task: Draft data privacy policy document for agriculture organization.

Instructions:
1. Scope and definitions
2. Data collection practices
3. User rights (GDPR/CCPA)
4. Security measures

Constraints:
- Legally reviewed language
- Plain English explanations
- Regular update schedule

Output Format: Word document with version history.

Ref: 1561-AGR",high,95,A,0.71,5,5,4,5,Comprehensive context provided | Actionable instructions | Inconsistent terminology
108022,other,"Role: Project manager planning entertainment system migration.

Task: Create comprehensive project plan for entertainment software upgrade.

Instructions:
1. Work breakdown structure
2. Resource allocation
3. Risk register
4. Communication plan

Constraints:
- Agile methodology
- Stakeholder alignment
- Budget tracking

Output Format: MS Project file with Gantt chart.

Platform: Redis
Ref: 6963-ENT",high,96,A,0.12,4,5,4,4,Unclear ownership | No deadline specified | Missing data source
108023,image,"Role: Professional graphic designer for manufacturing marketing.

Task: Create a modern logo design for a new manufacturing startup.

Instructions:
1. Use minimalist design principles
2. Incorporate manufacturing-relevant symbolism
3. Ensure scalability for all sizes
4. Provide color variations

Constraints:
- Primary colors: navy blue and gold
- Must work on dark and light backgrounds
- Vector format required

Output Format: SVG files with color palette specifications.

Ref: 4785-MAN",high,95,A,0.61,5,5,5,4,Lacks success criteria | Well-structured sections | Measurable outcomes stated
108024,code,"make a code about insurance

Product: consulting network
Platform: MongoDB
Ref: 4884-INS",low,21,F,0.28,3,2,1,2,Output format specified | Technical requirements clear | Missing glossary | Inconsistent terminology | Lacks prioritization
108025,data_analysis,"Create a data_analysis about sports. Include some best practices and make it professional. Should be useful for a team meeting.

Product: technology product
Ref: 7270-SPO",medium,75,C,0.58,2,4,3,3,Vague objective statement | Output format specified | Compliance requirements listed | Actionable instructions | Stakeholders identified
108026,other,"make a other about healthcare

Timeline: next quarter
Ref: 8429-HEA",low,27,F,0.52,2,1,1,2,Lacks success criteria | Compliance requirements listed | Specific deliverables mentioned | Missing budget context | Reference materials cited
108027,creative,"Role: Advertising copywriter for e-commerce campaign.

Task: Create tagline and campaign concepts for e-commerce brand refresh.

Instructions:
1. 10 tagline options
2. Campaign big idea
3. Multi-channel adaptations
4. Tone and voice guidelines

Constraints:
- Memorable and distinctive
- Trademark clearance
- Global appeal

Output Format: Creative brief with concept boards.

Ref: 4608-E-C",high,86,B,0.62,4,4,4,5,Missing budget context | Dependencies outlined
108028,document,"Develop a document about transportation strategy. Include market analysis and recommendations. Business audience.

Audience: marketing team
Ref: 1198-TRA",medium,69,D,0.56,3,2,4,2,Comprehensive context provided | Timeline specified | No fallback options
108029,image,"Working on a image for healthcare team. Needs to be informative but not too technical. Include actionable items.

Ref: 1941-HEA",medium,70,C,0.31,4,2,4,4,Reference materials cited | Missing examples
108030,other,"Help me create a other focused on transportation. It needs to be clear and organized. Target audience is managers.

Product: agriculture engine
Audience: analysts
Ref: 2755-TRA",medium,81,B,0.58,4,2,4,3,Vague objective statement | Specific deliverables mentioned | Output format specified | No fallback options | Missing budget context
108031,email,"Role: PR specialist for aerospace announcements.

Task: Draft press release email for aerospace product launch.

Instructions:
1. Compelling headline
2. Boilerplate company info
3. Executive quotes
4. Media contact details

Constraints:
- AP style formatting
- Journalist-friendly
- Embargo considerations

Output Format: Press release document with media kit.

Company: Vertex Industries
Audience: investors
Ref: 2194-AER",high,91,A,0.86,4,5,5,5,Clear role definition | Lacks prioritization
108032,document,"Role: Policy writer for consulting compliance.

Task: Draft data privacy policy document for consulting organization.

Instructions:
1. Scope and definitions
2. Data collection practices
3. User rights (GDPR/CCPA)
4. Security measures

Constraints:
- Legally reviewed language
- Plain English explanations
- Regular update schedule

Output Format: Word document with version history.

Product: legal engine
Ref: 3486-CON",high,97,A,0.62,5,5,5,5,Dependencies outlined | Clear role definition
108033,email,"email request: legal focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Audience: investors
Ref: 3197-LEG",medium,79,C,0.34,4,3,4,3,Vague objective statement | Scope clearly defined | Ambiguous target audience | Reference materials cited | Detailed methodology included
108034,code,"code request: biotech focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Audience: marketing team
Ref: 9094-BIO",medium,72,C,0.49,4,3,2,3,Strong constraints provided | Missing glossary | Output format specified
108035,creative,"Role: Creative writer developing agriculture fiction.

Task: Write short story (3000 words) set in futuristic agriculture world.

Instructions:
1. Compelling protagonist
2. agriculture-accurate setting details
3. Conflict related to industry themes
4. Satisfying resolution

Constraints:
- Third-person limited POV
- Show don't tell
- Thematic coherence

Output Format: Manuscript with editing notes.

Product: biotech application
Ref: 3795-AGR",high,87,B,0.39,5,4,4,5,Actionable instructions | Ambiguous target audience | No accessibility considerations | No fallback options | Compliance requirements listed
108036,other,"create something for cybersecurity using other

Ref: 3024-CYB",low,36,F,0.2,1,1,1,1,Measurable outcomes stated | No quality standards | Incomplete background info | Lacks success criteria | Well-structured sections
108037,email,"Develop a email about technology strategy. Include market analysis and recommendations. Business audience.

Ref: 8737-TEC",medium,75,C,0.47,3,2,2,4,Incomplete background info | Strong constraints provided | No accessibility considerations
108038,document,"create something for cybersecurity using document

Company: Innovate Inc
Audience: managers
Ref: 5910-CYB",low,62,D,0.28,2,2,2,2,Success metrics defined | No accessibility considerations | Professional tone maintained
108039,video,"video request: government focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Ref: 5777-GOV",medium,80,B,0.53,2,4,3,3,Unclear ownership | Scope clearly defined | Missing glossary | Output format specified
108040,creative,"Role: Screenwriter for hospitality documentary series.

Task: Create pilot episode script (30 pages) about hospitality pioneers.

Instructions:
1. Opening hook scene
2. Character introductions
3. Narrative arc
4. Visual direction notes

Constraints:
- Industry-standard format
- Dialogue authenticity
- B-roll suggestions

Output Format: Final Draft or Celtx screenplay file.

Audience: managers
Ref: 2057-HOS",high,99,A,0.2,5,5,5,4,Technical requirements clear | Lacks formatting guidance | Lacks success criteria
108041,code,"Create a code about research. Include some best practices and make it professional. Should be useful for a team meeting.

Product: e-commerce framework
Audience: clients
Ref: 8817-RES",medium,66,D,0.4,4,3,4,3,Actionable instructions | Strong constraints provided | Success metrics defined | No escalation path | No quality standards
108042,post,"Task: post for hospitality project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Company: Quantum Dynamics
Product: consulting portal
Audience: employees
Ref: 4092-HOS",medium,68,D,0.37,2,3,3,2,Reference materials cited | Missing data source
108043,image,"Role: Concept artist for finance projects.

Task: Design character concepts for a finance-themed video game.

Instructions:
1. Create 3 distinct character classes
2. Show front, side, and back views
3. Include color palettes and material references
4. Add personality descriptions

Constraints:
- Stylized realism art style
- Consistent proportions
- Photoshop layered files

Output Format: Character sheets with annotations.

Product: aerospace application
Ref: 1060-FIN",high,97,A,0.27,5,4,4,5,Strong constraints provided | Specific deliverables mentioned
108044,post,"Task: post for marketing project

Requirements:
- Cover basics
- Include visuals
- Make it engaging

Deadline is next week.

Audience: partners
Ref: 2465-MAR",medium,74,C,0.47,3,4,3,2,No risk assessment | Compliance requirements listed | Incomplete background info | Version control noted | Missing glossary
108045,post,"Role: Newsletter editor for transportation subscribers.

Task: Design weekly newsletter template and content strategy.

Instructions:
1. Curated industry news section
2. Original analysis article
3. Upcoming events calendar
4. Subscriber spotlight

Constraints:
- Mobile-responsive design
- A/B tested subject lines
- Unsubscribe compliance

Output Format: HTML email template with content calendar.

Product: cybersecurity module
Ref: 5766-TRA",high,90,A,0.17,5,4,5,5,Clear role definition | Compliance requirements listed
108046,image,"Looking for a image about e-commerce trends. Should have introduction, main content, and conclusion. Professional tone preferred.

Audience: employees
Ref: 2586-E-C",medium,84,B,0.47,2,2,3,4,No deadline specified | Specific deliverables mentioned | Technical requirements clear
108047,creative,"Develop a creative about pharmaceutical strategy. Include market analysis and recommendations. Business audience.

Audience: sales team
Timeline: Q1 2024
Ref: 6867-PHA",medium,74,C,0.47,3,4,2,3,No quality standards | Output format specified | Unclear ownership
108048,post,"Role: Community manager for energy forum.

Task: Create discussion prompts for energy professional community.

Instructions:
1. Weekly discussion topics
2. AMA (Ask Me Anything) formats
3. Poll questions
4. Resource sharing posts

Constraints:
- Inclusive language
- Moderation guidelines
- Growth-focused content

Output Format: Content plan with engagement metrics.

Ref: 1655-ENE",high,95,A,0.36,4,4,5,5,No risk assessment | Specific deliverables mentioned | Detailed methodology included | Lacks success criteria | Missing data source
108049,post,"post needed asap journalism

Product: legal application
Ref: 7897-JOU",low,53,F,0.21,2,1,2,2,Missing glossary | Professional tone maintained | Stakeholders identified | Lacks success criteria
108050,data_analysis,"Role: Healthcare data analyst for consulting outcomes.

Task: Perform clinical outcomes analysis for consulting interventions.

Instructions:
1. Patient cohort selection
2. Treatment efficacy metrics
3. Statistical comparisons
4. Adverse event analysis

Constraints:
- HIPAA compliance
- Peer-review quality
- Regulatory considerations

Output Format: Statistical report with visualizations.

Product: energy suite
Audience: end users
Ref: 7217-CON",high,88,B,0.54,4,5,4,4,Missing glossary | Well-structured sections
108051,image,"need image for entertainment stuff

Company: Peak Performance
Audience: executives
Ref: 2139-ENT",low,20,F,0.2,2,2,2,2,Vague objective statement | No escalation path | Success metrics defined
108052,video,"Working on a video for consulting team. Needs to be informative but not too technical. Include actionable items.

Audience: developers
Ref: 2230-CON",medium,81,B,0.39,2,3,3,2,Ambiguous target audience | Comprehensive context provided | Vague objective statement | Reference materials cited
108053,code,"Role: Backend engineer focused on consulting data systems.

Task: Develop a GraphQL API for querying complex relational data.

Instructions:
1. Define schema with types and relationships
2. Implement resolvers with DataLoader for N+1 problem
3. Add query complexity analysis
4. Enable query caching with Redis

Constraints:
- Node.js with Apollo Server
- PostgreSQL database
- Sub-100ms response time

Output Format: schema.js, resolvers.js, and server.js files.

Product: marketing tool
Ref: 8880-CON",high,86,B,0.73,4,5,4,5,Scope clearly defined | Measurable outcomes stated
108054,document,"Help me create a document focused on cybersecurity. It needs to be clear and organized. Target audience is managers.

Audience: stakeholders
Timeline: next quarter
Ref: 6593-CYB",medium,84,B,0.41,4,4,3,3,Reference materials cited | Feedback mechanism included | Lacks formatting guidance | Technical requirements clear | Output format specified
108055,report,"report needed asap nonprofit

Product: agriculture interface
Audience: developers
Ref: 2938-NON",low,38,F,0.74,3,2,2,2,Lacks prioritization | Professional tone maintained
108056,code,"Role: Senior JavaScript developer specializing in telecommunications frontend systems.

Task: Build a React component library for data visualization dashboards.

Instructions:
1. Create reusable chart components (line, bar, pie)
2. Implement responsive design with Tailwind CSS
3. Add Storybook documentation
4. Include unit tests with Jest

Constraints:
- TypeScript required
- Accessibility (WCAG 2.1 AA)
- Bundle size <200KB

Output Format: Component files with props interfaces and test files.

Ref: 6429-TEL",high,93,A,0.8,4,5,5,4,Vague objective statement | Unclear ownership | Professional tone maintained | Strong constraints provided | Lacks success criteria
108057,presentation,"make a presentation about research

Product: sports dashboard
Ref: 2217-RES",low,38,F,0.14,1,2,2,1,Strong constraints provided | Lacks success criteria
108058,code,"Role: Senior JavaScript developer specializing in entertainment frontend systems.

Task: Build a React component library for data visualization dashboards.

Instructions:
1. Create reusable chart components (line, bar, pie)
2. Implement responsive design with Tailwind CSS
3. Add Storybook documentation
4. Include unit tests with Jest

Constraints:
- TypeScript required
- Accessibility (WCAG 2.1 AA)
- Bundle size <200KB

Output Format: Component files with props interfaces and test files.

Product: marketing dashboard
Ref: 2338-ENT",high,99,A,0.21,5,5,4,5,No risk assessment | Reference materials cited | Professional tone maintained | Output format specified
108059,image,"Role: Concept artist for aerospace projects.

Task: Design character concepts for a aerospace-themed video game.

Instructions:
1. Create 3 distinct character classes
2. Show front, side, and back views
3. Include color palettes and material references
4. Add personality descriptions

Constraints:
- Stylized realism art style
- Consistent proportions
- Photoshop layered files

Output Format: Character sheets with annotations.

Product: education portal
Audience: marketing team
Ref: 9897-AER",high,89,B,0.32,4,5,5,5,Actionable instructions | Lacks prioritization | Strong constraints provided | No risk assessment
108060,video,"Develop a video about entertainment strategy. Include market analysis and recommendations. Business audience.

Product: journalism dashboard
Ref: 7048-ENT",medium,67,D,0.38,3,3,4,2,Output format specified | Detailed methodology included | Version control noted | Missing budget context | Well-structured sections
108061,video,"Role: Corporate video producer for banking training.

Task: Develop comprehensive training video series (5 episodes, 10 min each).

Instructions:
1. Structure with learning objectives
2. Include interactive quiz segments
3. Add chapter markers
4. Provide downloadable resources

Constraints:
- Professional narration
- SCORM compliant
- Multi-language subtitles

Output Format: MP4 files with LMS-compatible packaging.

Audience: stakeholders
Ref: 9633-BAN",high,88,B,0.19,5,5,4,4,Specific deliverables mentioned | Missing glossary
108062,video,"Role: Corporate video producer for pharmaceutical training.

Task: Develop comprehensive training video series (5 episodes, 10 min each).

Instructions:
1. Structure with learning objectives
2. Include interactive quiz segments
3. Add chapter markers
4. Provide downloadable resources

Constraints:
- Professional narration
- SCORM compliant
- Multi-language subtitles

Output Format: MP4 files with LMS-compatible packaging.

Product: transportation portal
Audience: clients
Ref: 8110-PHA",high,88,B,0.65,5,4,5,4,Technical requirements clear | Strong constraints provided
108063,creative,"Role: Advertising copywriter for education campaign.

Task: Create tagline and campaign concepts for education brand refresh.

Instructions:
1. 10 tagline options
2. Campaign big idea
3. Multi-channel adaptations
4. Tone and voice guidelines

Constraints:
- Memorable and distinctive
- Trademark clearance
- Global appeal

Output Format: Creative brief with concept boards.

Product: hospitality module
Ref: 7810-EDU",high,97,A,0.34,4,5,4,5,Lacks prioritization | Strong constraints provided | Assumptions documented | Output format specified | Technical requirements clear
108064,post,"do a post about legal things

Audience: analysts
Ref: 1240-LEG",low,21,F,0.22,3,2,1,2,No quality standards | Clear role definition | Lacks formatting guidance
108065,data_analysis,"need data_analysis for biotech stuff

Product: biotech engine
Audience: administrators
Ref: 6043-BIO",low,31,F,0.87,3,2,1,1,Output format specified | Assumptions documented | Ambiguous target audience
108066,email,"email on aerospace topic

Company: TechStart
Product: energy tool
Audience: managers
Ref: 4940-AER",low,26,F,0.22,3,2,2,2,Missing budget context | No fallback options | Version control noted | Professional tone maintained
108067,document,"Role: UX researcher documenting finance user studies.

Task: Create usability testing report for finance application.

Instructions:
1. Research methodology
2. Participant demographics
3. Task completion rates
4. Key findings and recommendations

Constraints:
- Statistical analysis included
- Video clip references
- Actionable next steps

Output Format: PDF report with executive summary.

Company: Quantum Dynamics
Product: research interface
Timeline: annual
Ref: 7922-FIN",high,85,B,0.24,4,5,4,5,No quality standards | Timeline specified
108068,creative,"Role: Game narrative designer for journalism simulation game.

Task: Develop branching storyline with 5 endings for journalism tycoon game.

Instructions:
1. Character backstories
2. Decision trees
3. Dialogue scripts
4. World-building lore

Constraints:
- Player agency emphasis
- Meaningful choices
- Localization-ready

Output Format: Narrative design document with flowcharts.

Product: agriculture system
Ref: 3823-JOU",high,86,B,0.21,4,5,4,4,Strong constraints provided | Lacks prioritization | Compliance requirements listed | Comprehensive context provided
108069,creative,"Role: Screenwriter for legal documentary series.

Task: Create pilot episode script (30 pages) about legal pioneers.

Instructions:
1. Opening hook scene
2. Character introductions
3. Narrative arc
4. Visual direction notes

Constraints:
- Industry-standard format
- Dialogue authenticity
- B-roll suggestions

Output Format: Final Draft or Celtx screenplay file.

Company: Acme Corp
Ref: 6595-LEG",high,85,B,0.66,4,5,5,5,No quality standards | No fallback options | Clear role definition
108070,data_analysis,"Help me create a data_analysis focused on journalism. It needs to be clear and organized. Target audience is managers.

Product: entertainment engine
Ref: 3412-JOU",medium,84,B,0.55,3,4,4,3,No accessibility considerations | Inconsistent terminology
108071,creative,"help with retail creative

Company: Stellar Tech
Audience: analysts
Ref: 1497-RET",low,44,F,0.2,2,1,2,1,Feedback mechanism included | Inconsistent terminology | No risk assessment | Version control noted | Stakeholders identified
108072,creative,"Develop a creative about nonprofit strategy. Include market analysis and recommendations. Business audience.

Company: Peak Performance
Audience: partners
Timeline: Q2 2024
Ref: 7095-NON",medium,80,B,0.56,2,2,2,3,Stakeholders identified | Lacks prioritization
108073,data_analysis,"Need assistance with data_analysis for nonprofit client. Key points to cover: overview, benefits, implementation. Thanks!

Ref: 9210-NON",medium,74,C,0.58,3,2,3,3,Lacks success criteria | Measurable outcomes stated
108074,creative,"make a creative about transportation

Ref: 2584-TRA",low,33,F,0.79,2,1,2,1,Ambiguous target audience | Technical requirements clear | Unclear ownership | No review process
108075,other,"Role: Legal researcher for agriculture compliance.

Task: Prepare case law summary for agriculture regulatory matter.

Instructions:
1. Relevant statute review
2. Precedent analysis
3. Circuit split identification
4. Recommendation memo

Constraints:
- Bluebook citation
- Attorney-client privilege
- Jurisdiction-specific

Output Format: Legal memorandum with appendix.

Ref: 4460-AGR",high,91,A,0.84,4,5,4,4,Output format specified | Assumptions documented | Reference materials cited | No escalation path
108076,post,"make a post about automotive

Company: Future Systems
Product: nonprofit suite
Ref: 1470-AUT",low,26,F,0.9,2,2,1,1,Missing data source | Comprehensive context provided | Assumptions documented
108077,document,"I need a document for agriculture purposes. It should cover the main points and be around medium length. Please include examples if possible.

Ref: 6498-AGR",medium,74,C,0.54,3,4,4,3,Unclear ownership | Technical requirements clear
108078,email,"email request: sports focus area. Should explain concepts clearly with supporting data. Around 5-10 pages/slides.

Ref: 4552-SPO",medium,77,C,0.57,4,3,2,2,Stakeholders identified | Missing examples | Comprehensive context provided
108079,post,"Role: Blog writer for marketing publication.

Task: Write 5 in-depth blog posts (1500 words each) on marketing topics.

Instructions:
1. SEO-optimized headlines
2. Original research or insights
3. Expert quotes and citations
4. Clear CTAs

Constraints:
- Keyword integration
- Readable formatting (H2, H3, bullets)
- Meta descriptions

Output Format: Word documents with HTML formatting.

Ref: 3788-MAR",high,96,A,0.62,4,5,5,4,Well-structured sections | Specific deliverables mentioned | Unclear ownership | Lacks formatting guidance | Incomplete background info
